"","EndothelialCells","EpithelialCells","Fibroblasts","Other","NK","BCells","PlasmaCells","DC","CD4-T","CD8-T","Macrophages","OtherImmune"
"T_BB217",1.96739746591772,7.41989885524012,5.95840357893629,2.1922428587784,6.63845495108078,0.829806858577341,0.145216177573969,0.477138986974551,7.4485175070613,10.6167601441072,7.85683266874906,48.4493299470032
"T_BB219",2.7136491997307,69.0697988876409,10.6790873983939,1.98460915121569,0.59435826222995,1.31710945143544,0.0678029995650435,0.0952127297426135,5.33484953342788,2.93593764369024,1.44946037484708,3.75812439037919
"T_BB220",3.02708446796953,13.3297928924192,10.6213488888813,13.621879938258,1.47787506044411,1.2642063956136,0.166186765712569,0.261150623348338,20.9795789243633,11.5938211484388,10.3492737353396,13.3078012633929
"T_BB221",15.2122641630544,8.72641511589506,14.9764150982285,13.7971697740987,6.3172700169366,5.87992054913308,0.491343219336159,0.161981301885651,13.6490328522093,5.51970667507366,8.8441425514094,6.42433866199503
"T_BB222",12.3425693021845,49.1183878927371,11.586901753174,7.80856420761759,2.74546906657427,1.19530625402627,0.168089946758338,0.149413281753284,4.97812441238706,3.31874960042629,1.48287565846214,5.10554863702885
"T_BB225",7.47018205242388,45.4488387392866,17.5768989122724,4.95919645150468,0.795854751690344,0.633066283100712,0.408779945326791,0.0361752070605124,2.18780740661859,2.35518063712974,2.41917731504151,15.7088423578029
"T_BB226",2.77653378332132,58.2624272377611,9.52380948346804,2.00029853890222,0.777285894422923,2.84810751909386,0.165937433511029,1.26636469058937,6.51277817264597,3.26893875960432,8.96340718519076,3.63411129060708
"T_BB228",10.526315806668,37.4686716924349,7.14285711952202,4.01002511069152,1.42094367402225,7.104718288407,0.761219803483994,0.0761219803483994,12.0579550058247,5.72371279940287,3.81298020012459,9.89447852226688
"T_BB229",15.0984682413418,10.5032822589565,40.7002188361697,14.1137855915997,3.03569231448646,0.591019732244668,0.322374397625797,0.0805935945103879,3.58442525577597,4.65154425181785,1.6894051144749,5.62919039635514
"T_BB230",3.79537952472933,25.0000000364274,8.00330029264383,4.62046201109967,7.04250752160229,0.876101395951692,0.202177245219621,0.151632919269501,8.68853906330221,6.9849039444796,17.2266051732122,17.408390841079
"T_BB231",0.914634114833525,84.908536594195,6.24999999290206,1.52439026710059,0.218455925529344,0.050412907368873,0.016804302456291,0.033608604912582,1.12206906914675,0.379777223987787,1.63001728708956,2.95129372103074
"T_BB232a",1.72071474127652,49.3050959698691,27.3328921510214,3.90469883597365,0.312692237327162,0.150555518391486,0.341645212082741,0.0202670965181839,4.8552306802156,2.62868458649092,4.52409675411345,4.90342622564311
"T_BB232b",5.60391734557095,36.126224147759,19.5865070305016,5.9847660457575,0.946332900005723,1.25806610675279,0.233799888711009,0.166999915836637,11.6479513833796,4.69711451061431,3.47508875723554,10.2732319531904
"T_BB233a",0.801673053845296,76.1240849845973,5.36772398975634,1.21993725127942,0.259133948996246,1.46116703768778,0.302685873335838,0.0892814457204934,4.17185478190059,4.65883298998984,2.98552667424097,2.55809798114053
"T_BB234",0.756473591330579,58.4812337332472,0.640093077317768,2.12394534001515,1.54449596570492,0.527011809661262,0.042160963012063,0.240317375173997,13.8873061104527,10.8723825362086,4.24631089800017,6.63826859433712
